source,dest,action,note
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_98.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_98.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_77.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_77.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_208.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_208.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_121.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_121.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_5.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_5.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_434.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_434.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_20.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_20.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_176.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_176.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_199.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_199.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_249.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_249.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_36.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_36.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_160.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_160.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_61.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_61.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_137.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_137.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_422.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_422.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_265.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_265.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_320.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_320.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_398.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_398.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_232.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_232.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_147.jpg,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_147.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_377.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_377.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_224.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_224.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_361.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_361.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_418.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_418.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_273.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_273.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_336.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_336.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_9.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_9.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_341.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_341.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_94.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_94.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_204.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_204.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_195.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_195.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_316.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_316.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_253.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_253.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_183.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_183.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_300.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_300.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_245.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_245.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_82.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_82.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_357.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_357.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_212.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_212.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_140.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_140.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_269.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_269.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_16.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_16.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_286.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_286.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_402.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_402.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_117.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_117.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_41.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_41.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_394.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_394.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_414.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_414.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_101.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_101.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_382.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_382.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_57.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_57.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_228.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_228.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_156.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_156.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_290.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_290.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_291.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_291.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_157.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_157.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_383.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_383.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_229.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_229.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_56.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_56.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_415.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_415.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_100.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_100.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_40.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_40.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m8/2024m8d23_pull/2024m8d23_395.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m8/tn_2024m8d23_pull/tn_2024m8d23_395.jpg,MAKE,MADE
