source,dest,action,note
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 174.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 174.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 93.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 93.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 123.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 123.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 158.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 158.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 50.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 50.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 119.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 119.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 46.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 46.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 11.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 11.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 66.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 66.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 89.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 89.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 139.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 139.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 31.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 31.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 181.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 181.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 5.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 5.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 27.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 27.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 178.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 178.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 70.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 70.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 154.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 154.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 103.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 103.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 115.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 115.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 142.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 142.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 149.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 149.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 16.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 16.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 41.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 41.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 57.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 57.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 94.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 94.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 124.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 124.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 173.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 173.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 165.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 165.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 132.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 132.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 82.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 82.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 145.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 145.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 112.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 112.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 104.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 104.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 153.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 153.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 77.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 77.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 128.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 128.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 98.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 98.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 190.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 190.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 20.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 20.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 36.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 36.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 186.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 186.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 2.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 2.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 169.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 169.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 61.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 61.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 60.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 60.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 37.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 37.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 187.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 187.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 3.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 3.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 168.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 168.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 21.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 21.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 76.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 76.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 129.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 129.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 99.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 99.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 152.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 152.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 113.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 113.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 144.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 144.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 133.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 133.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 83.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 83.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 164.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 164.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 172.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 172.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 95.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 95.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 56.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 56.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 40.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 40.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 148.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 148.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 17.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 17.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 130.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 130.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 80.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 80.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 167.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 167.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 188.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 188.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 38.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 38.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 171.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 171.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 96.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 96.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 79.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 79.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 55.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 55.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 43.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 43.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 14.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 14.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 63.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 63.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 34.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 34.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 184.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 184.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 22.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 22.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 75.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 75.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 151.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 151.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 59.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 59.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 18.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 18.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 147.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 147.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 19.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 19.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 146.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 146.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 58.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 58.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 150.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 150.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 74.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 74.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 23.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 23.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 1.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 1.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 35.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 35.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 185.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 185.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 62.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 62.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 15.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 15.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 42.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 42.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 54.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 54.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2024m5/2024m5d10_pull/0 - 97.HEIC,/Users/sebastianricketts/Desktop/LPB/2024m5/tn_2024m5d10_pull/tn_0 - 97.jpg,MAKE,MADE
