source,dest,action,note
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_23.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_23.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_74.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_74.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_62.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_62.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_4.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_4.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_35.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_35.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_19.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_19.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_58.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_58.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_78.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_78.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_81.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_81.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_8.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_8.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_39.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_39.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_42.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_42.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_15.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_15.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_54.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_54.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_55.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_55.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_14.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_14.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_43.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_43.jpg,MAKE,MADE
/Users/sebastianricketts/Desktop/LPB/2025m7/2025m7d20_pull/2025_M7_D20_38.heic,/Users/sebastianricketts/Desktop/LPB/2025m7/tn_2025m7d20_pull/tn_2025_M7_D20_38.jpg,MAKE,MADE
